1,2.17E-04,,,0.88358209,0.706597222,,,
1,4.34E-04,,,0.883613673,0.706814236,,,
1,8.68E-04,,,0.88364524,0.70703125,,,
1,0.001085069,,,0.883708322,0.707465278,,0.878,0.718
1,0.001302083,,,0.883739837,0.707682292,,,
1,0.001736111,,,0.883771336,0.707899306,,,
1,0.001953125,,,0.883802817,0.708116319,,,
1,0.002170139,,,0.883834281,0.708333333,,,
1,0.002387153,,,0.883865728,0.708550347,,,
1,0.002604167,,,0.883897158,0.708767361,,,
1,0.002821181,,,0.883928571,0.708984375,,,
1,0.003038194,,,0.883959968,0.709201389,,,
1,0.003255208,,,0.883991347,0.709418403,,,
1,0.003472222,,,0.884022709,0.709635417,,,
1,0.003689236,,,0.884054054,0.709852431,,,
1,0.00390625,,,0.884085382,0.710069444,,,
1,0.004340278,,,0.884116694,0.710286458
1,0.004557292,,,0.884147988,0.710503472
1,0.004774306,,,0.884179266,0.710720486
1,0.004991319,,,0.884210526,0.7109375
1,0.005208333,,,0.88424177,0.711154514
1,0.005425347,,,0.884272997,0.711371528
1,0.005642361,,,0.884304207,0.711588542
1,0.005859375,,,0.8843354,0.711805556
1,0.006076389,,,0.884366577,0.712022569
1,0.006293403,,,0.884397736,0.712239583
1,0.006510417,,,0.884428879,0.712456597
1,0.006727431,,,0.884460005,0.712673611
1,0.006944444,,,0.884491115,0.712890625
1,0.007595486,,,0.884522207,0.713107639
1,0.0078125,,,0.884553283,0.713324653
1,0.008029514,,,0.884584342,0.713541667
1,0.008246528,,,0.884615385,0.713758681
1,0.008463542,,,0.88464641,0.713975694
1,0.008680556,,,0.884677419,0.714192708
1,0.009114583,,,0.884708412,0.714409722
1,0.009331597,,,0.884739387,0.714626736
1,0.009548611,,,0.884770346,0.71484375
1,0.009765625,,,0.884801289,0.715060764
1,0.009982639,,,0.884832215,0.715277778
1,0.010199653,,,0.884863124,0.715494792
1,0.010416667,,,0.884894017,0.715711806
1,0.010633681,,,0.884924893,0.715928819
1,0.010850694,,,0.884955752,0.716145833
1,0.011284722,,,0.884986595,0.716362847
1,0.011501736,,,0.885017422,0.716579861
1,0.011935764,,,0.885048232,0.716796875
1,0.012152778,,,0.885079025,0.717013889
1,0.012369792,,,0.885109802,0.717230903
1,0.012586806,,,0.885140562,0.717447917
1,0.012803819,,,0.885171306,0.717664931
1,0.013020833,,,0.885202034,0.717881944
1,0.013237847,,,0.885232745,0.718098958
1,0.013671875,,,0.885263439,0.718315972
1,0.013888889,,,0.885294118,0.718532986
1,0.014105903,,,0.885355425,0.718967014
1,0.014756944,,,0.885416667,0.719401042
1,0.014973958,,,0.885477843,0.719835069
1,0.015190972,,,0.885569485,0.720486111
1,0.016059028,,,0.885630499,0.720920139
1,0.016276042,,,0.885660981,0.721137153
1,0.016493056,,,0.885691447,0.721354167
1,0.017361111,,,0.885721897,0.721571181
1,0.017578125,,,0.885782748,0.722005208
1,0.018663194,,,0.885813149,0.722222222
1,0.018880208,,,0.885843534,0.722439236
1,0.019314236,,,0.885873903,0.72265625
1,0.01953125,,,0.885904255,0.722873264
1,0.019965278,,,0.886146497,0.724609375
1,0.020399306,,,0.886206897,0.725043403
1,0.020616319,,,0.886237072,0.725260417
1,0.020833333,,,0.886267232,0.725477431
1,0.021050347,,,0.886297376,0.725694444
1,0.021267361,,,0.886327504,0.725911458
1,0.021484375,,,0.886357616,0.726128472
1,0.021701389,,,0.886387712,0.726345486
1,0.021918403,,,0.886447856,0.726779514
1,0.022352431,,,0.886477904,0.726996528
1,0.022569444,,,0.886507937,0.727213542
0.99047619,0.022569444,,,0.886537953,0.727430556
0.981308411,0.022786458,,,0.886567953,0.727647569
0.981481481,0.023003472,,,0.886453657,0.728515625
0.981651376,0.023220486,,,0.886483633,0.728732639
0.981981982,0.023654514,,,0.883714812,0.728949653
0.982142857,0.023871528,,,0.883867578,0.730034722
0.98245614,0.024305556,,,0.883898082,0.730251736
0.982608696,0.024522569,,,0.883928571,0.73046875
0.982905983,0.024956597,,,0.883959044,0.730685764
0.983050847,0.025173611,,,0.884141547,0.731987847
0.983193277,0.025390625,,,0.884171908,0.732204861
0.983333333,0.025607639,,,0.883739199,0.732421875
0.983471074,0.025824653,,,0.881232054,0.732638889
